Station_ID,Station_Name,District_ID,District,Zone,Station_Type,Latitude,Longitude,Personnel_Strength,Patrol_Vehicles,Contact_Number,Email
PS0190,Bidar East Town Police Station,6,Bidar,East,Town Police Station,17.744132,77.578351,45,10,0808344365,ps190@ksp.gov.in
PS0191,Bidar West Rural Police Station,6,Bidar,West,Rural Police Station,17.919499,77.383398,130,12,0807499771,ps191@ksp.gov.in
PS0192,Bidar West Women Police Station,6,Bidar,West,Women Police Station,17.981959,77.340846,120,5,0806531293,ps192@ksp.gov.in
PS0193,Chamarajanagar North Rural Police Station,7,Chamarajanagar,North,Rural Police Station,11.997452,76.857359,73,13,0802367376,ps193@ksp.gov.in
PS0194,Chamarajanagar Central Town Police Station,7,Chamarajanagar,Central,Town Police Station,11.782671,76.883628,135,7,0802421349,ps194@ksp.gov.in
PS0195,Chamarajanagar East Rural Police Station,7,Chamarajanagar,East,Rural Police Station,11.876772,77.060365,67,24,0809831414,ps195@ksp.gov.in
PS0196,Chamarajanagar North Town Police Station,7,Chamarajanagar,North,Town Police Station,11.994282,76.947095,39,14,0806181912,ps196@ksp.gov.in
PS0197,Chamarajanagar South Traffic Police Station,7,Chamarajanagar,South,Traffic Police Station,11.862793,77.050162,84,10,0803307963,ps197@ksp.gov.in
PS0198,Chamarajanagar South Police Station,7,Chamarajanagar,South,Police Station,11.844417,77.058948,164,20,0809833734,ps198@ksp.gov.in
PS0199,Chamarajanagar North Town Police Station,7,Chamarajanagar,North,Town Police Station,11.860806,77.050223,68,22,0807320310,ps199@ksp.gov.in
PS0200,Chamarajanagar South Traffic Police Station,7,Chamarajanagar,South,Traffic Police Station,11.798438,77.020838,77,17,0801733037,ps200@ksp.gov.in
PS0201,Chamarajanagar West Women Police Station,7,Chamarajanagar,West,Women Police Station,11.996645,76.838712,148,22,0805780297,ps201@ksp.gov.in
PS0202,Chamarajanagar West Traffic Police Station,7,Chamarajanagar,West,Traffic Police Station,11.939704,76.867487,155,9,0807171347,ps202@ksp.gov.in
PS0203,Chamarajanagar Central Cyber Crime Police Station,7,Chamarajanagar,Central,Cyber Crime Police Station,11.910772,76.856409,132,19,0809849306,ps203@ksp.gov.in
PS0204,Chamarajanagar West Traffic Police Station,7,Chamarajanagar,West,Traffic Police Station,12.052856,77.064204,70,11,0801875431,ps204@ksp.gov.in
PS0205,Chamarajanagar West Women Police Station,7,Chamarajanagar,West,Women Police Station,11.947916,76.784736,167,6,0805782563,ps205@ksp.gov.in
PS0206,Chamarajanagar North Traffic Police Station,7,Chamarajanagar,North,Traffic Police Station,11.835217,77.105822,72,16,0802538698,ps206@ksp.gov.in
PS0207,Chamarajanagar South Cyber Crime Police Station,7,Chamarajanagar,South,Cyber Crime Police Station,12.079952,77.115889,141,4,0807651393,ps207@ksp.gov.in
PS0208,Chamarajanagar Central Women Police Station,7,Chamarajanagar,Central,Women Police Station,11.820411,77.14151,130,10,0801472908,ps208@ksp.gov.in
PS0209,Chamarajanagar East Police Station,7,Chamarajanagar,East,Police Station,12.061771,77.003684,72,7,0801642620,ps209@ksp.gov.in
PS0210,Chamarajanagar East Cyber Crime Police Station,7,Chamarajanagar,East,Cyber Crime Police Station,12.004529,76.799217,155,17,0801088100,ps210@ksp.gov.in
PS0211,Chamarajanagar North Police Station,7,Chamarajanagar,North,Police Station,11.82847,77.077685,175,22,0809854536,ps211@ksp.gov.in
PS0212,Chamarajanagar West Police Station,7,Chamarajanagar,West,Police Station,12.036569,76.838756,66,4,0805000351,ps212@ksp.gov.in
PS0213,Chamarajanagar West Town Police Station,7,Chamarajanagar,West,Town Police Station,12.04366,76.926545,63,18,0809993490,ps213@ksp.gov.in
PS0214,Chamarajanagar North Town Police Station,7,Chamarajanagar,North,Town Police Station,11.93225,76.840475,71,12,0808201433,ps214@ksp.gov.in
PS0215,Chamarajanagar North Rural Police Station,7,Chamarajanagar,North,Rural Police Station,11.867226,76.971965,82,24,0802436363,ps215@ksp.gov.in
PS0216,Chamarajanagar Central Women Police Station,7,Chamarajanagar,Central,Women Police Station,11.753172,76.954124,164,19,0801341153,ps216@ksp.gov.in
PS0217,Chamarajanagar West Cyber Crime Police Station,7,Chamarajanagar,West,Cyber Crime Police Station,11.743514,76.898453,130,11,0801272499,ps217@ksp.gov.in
PS0218,Chamarajanagar East Police Station,7,Chamarajanagar,East,Police Station,11.864021,77.036876,61,21,0806578736,ps218@ksp.gov.in
PS0219,Chamarajanagar South Police Station,7,Chamarajanagar,South,Police Station,11.86702,76.879119,79,24,0808795078,ps219@ksp.gov.in
PS0220,Chamarajanagar West Town Police Station,7,Chamarajanagar,West,Town Police Station,11.799011,76.797641,152,4,0805923149,ps220@ksp.gov.in
PS0221,Chamarajanagar South Police Station,7,Chamarajanagar,South,Police Station,12.042544,77.098016,115,12,0809646701,ps221@ksp.gov.in
PS0222,Chamarajanagar West Rural Police Station,7,Chamarajanagar,West,Rural Police Station,11.91546,76.758348,83,12,0806989032,ps222@ksp.gov.in
PS0223,Chamarajanagar North Town Police Station,7,Chamarajanagar,North,Town Police Station,11.85887,76.79349,129,16,0807711251,ps223@ksp.gov.in
PS0224,Chamarajanagar West Cyber Crime Police Station,7,Chamarajanagar,West,Cyber Crime Police Station,11.861715,76.818427,162,14,0809712003,ps224@ksp.gov.in
PS0225,Chamarajanagar East Police Station,7,Chamarajanagar,East,Police Station,12.016933,76.775271,81,20,0805928582,ps225@ksp.gov.in
PS0226,Chamarajanagar East Police Station,7,Chamarajanagar,East,Police Station,11.758128,77.008068,113,17,0808149041,ps226@ksp.gov.in
PS0227,Chamarajanagar South Town Police Station,7,Chamarajanagar,South,Town Police Station,11.903663,76.922552,125,22,0808297090,ps227@ksp.gov.in
PS0228,Chamarajanagar East Town Police Station,7,Chamarajanagar,East,Town Police Station,12.118111,77.122862,54,24,0807815076,ps228@ksp.gov.in
PS0229,Chamarajanagar East Rural Police Station,7,Chamarajanagar,East,Rural Police Station,12.046538,77.015464,42,7,0808351320,ps229@ksp.gov.in
PS0230,Chamarajanagar North Traffic Police Station,7,Chamarajanagar,North,Traffic Police Station,11.752993,77.055106,128,14,0807423230,ps230@ksp.gov.in
PS0231,Chamarajanagar Central Police Station,7,Chamarajanagar,Central,Police Station,11.968138,77.015325,129,14,0808448065,ps231@ksp.gov.in
PS0232,Chamarajanagar North Rural Police Station,7,Chamarajanagar,North,Rural Police Station,11.781178,76.89048,115,23,0805675638,ps232@ksp.gov.in
PS0233,Chamarajanagar South Police Station,7,Chamarajanagar,South,Police Station,11.736465,76.818119,167,15,0802975701,ps233@ksp.gov.in
PS0234,Chamarajanagar East Women Police Station,7,Chamarajanagar,East,Women Police Station,12.007715,76.829528,108,25,0809240971,ps234@ksp.gov.in
PS0235,Chikkaballapura South Police Station,8,Chikkaballapura,South,Police Station,13.289791,77.557521,79,25,0808467726,ps235@ksp.gov.in
PS0236,Chikkaballapura North Town Police Station,8,Chikkaballapura,North,Town Police Station,13.622524,77.92253,123,25,0802089496,ps236@ksp.gov.in
PS0237,Chikkaballapura Central Rural Police Station,8,Chikkaballapura,Central,Rural Police Station,13.351645,77.647883,75,25,0803920762,ps237@ksp.gov.in
PS0238,Chikkaballapura East Rural Police Station,8,Chikkaballapura,East,Rural Police Station,13.325197,77.921953,70,10,0809288312,ps238@ksp.gov.in
PS0239,Chikkaballapura North Women Police Station,8,Chikkaballapura,North,Women Police Station,13.457109,77.675464,176,7,0802446455,ps239@ksp.gov.in
PS0240,Chikkaballapura North Women Police Station,8,Chikkaballapura,North,Women Police Station,13.394764,77.814673,157,19,0807891998,ps240@ksp.gov.in
PS0241,Chikkaballapura West Rural Police Station,8,Chikkaballapura,West,Rural Police Station,13.265,77.916852,53,17,0808815384,ps241@ksp.gov.in
PS0242,Chikkaballapura Central Women Police Station,8,Chikkaballapura,Central,Women Police Station,13.286834,77.859521,176,23,0804052834,ps242@ksp.gov.in
PS0243,Chikkaballapura South Cyber Crime Police Station,8,Chikkaballapura,South,Cyber Crime Police Station,13.436646,77.875185,66,19,0803567173,ps243@ksp.gov.in
PS0244,Chikkaballapura East Traffic Police Station,8,Chikkaballapura,East,Traffic Police Station,13.300287,77.901795,92,14,0809705660,ps244@ksp.gov.in
PS0245,Chikkaballapura East Police Station,8,Chikkaballapura,East,Police Station,13.335742,77.781923,176,11,0803100009,ps245@ksp.gov.in
PS0246,Chikkaballapura East Rural Police Station,8,Chikkaballapura,East,Rural Police Station,13.448891,77.728929,78,21,0803586950,ps246@ksp.gov.in
PS0247,Chikkaballapura South Town Police Station,8,Chikkaballapura,South,Town Police Station,13.485292,77.8887,121,21,0801691125,ps247@ksp.gov.in
PS0248,Chikkaballapura North Police Station,8,Chikkaballapura,North,Police Station,13.253685,77.784481,102,23,0804536777,ps248@ksp.gov.in
PS0249,Chikkaballapura Central Cyber Crime Police Station,8,Chikkaballapura,Central,Cyber Crime Police Station,13.482743,77.540014,174,12,0806068298,ps249@ksp.gov.in
PS0250,Chikkaballapura West Traffic Police Station,8,Chikkaballapura,West,Traffic Police Station,13.557375,77.801896,111,17,0802224284,ps250@ksp.gov.in
