FIR_ID,FIR_Number,Station_ID,District,Incident_Date,FIR_Date,Crime_Head,Crime_Subhead,BNS_Sections,Latitude,Longitude,Complainant_ID,Victim_ID,Accused_ID,Investigating_Officer,Status
FIR202500552,FIR/0552/2025,PS0057,Belagavi,2025-02-20 12:28,2025-02-20 21:28,Burglary,Night House Breaking,"BNS 331(3), BNS 331(4)",15.676843,74.407618,P002318,P008183,P001371,PI Chetan Kumar,Closed
FIR202500553,FIR/0553/2025,PS0183,Bidar,2025-02-20 14:31,2025-02-20 22:31,Assault,Public Affray,"BNS 115(2), BNS 117(2)",17.759901,77.390031,P005728,P000008,P006844,SI Prakash Sharma,Chargesheeted
FIR202500555,FIR/0555/2025,PS0244,Chikkaballapura,2025-02-20 15:43,2025-02-20 23:43,Assault,Public Affray,"BNS 115(2), BNS 117(2)",13.31904,77.917159,P008535,P000474,P004434,PI Harish Naik,Chargesheeted
FIR202500547,FIR/0547/2025,PS0238,Chikkaballapura,2025-02-19 16:19,2025-02-21 04:19,Assault,Public Affray,"BNS 115(2), BNS 117(2)",13.338196,77.927355,P001272,P000805,P004667,PI Ramesh Gowda,Chargesheeted
FIR202500562,FIR/0562/2025,PS0146,Bengaluru Urban,2025-02-21 06:48,2025-02-21 09:48,Theft,Pocket Pick,BNS 303(2),12.936431,77.779273,P002342,P004956,P006521,SI Prakash Sharma,Chargesheeted
FIR202500559,FIR/0559/2025,PS0124,Bengaluru Urban,2025-02-21 00:50,2025-02-21 11:50,Fraud,Land Scam,BNS 318(4),13.071831,77.661623,P000697,P008219,P006659,PI Ramesh Gowda,Chargesheeted
FIR202500550,FIR/0550/2025,PS0082,Bengaluru Rural,2025-02-20 11:05,2025-02-21 18:05,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",13.360929,77.426423,P002572,P001268,P005463,SI Mahesh Bhat,Chargesheeted
FIR202500554,FIR/0554/2025,PS0149,Bengaluru Urban,2025-02-20 15:01,2025-02-21 19:01,Murder,Personal Enmity,BNS 103(1),13.073372,77.487923,P001673,P001029,P009322,PI Ramesh Gowda,Chargesheeted
FIR202500543,FIR/0543/2025,PS0182,Bidar,2025-02-19 13:13,2025-02-21 19:13,NDPS,Drug Trafficking,NDPS Act Sec 20(b),17.916844,77.672164,P009075,P004333,P008178,PI Suresh Kulkarni,Chargesheeted
FIR202500558,FIR/0558/2025,PS0006,Bagalkote,2025-02-20 19:58,2025-02-22 00:58,Theft,House Theft,BNS 303(2),16.377129,75.758312,P006774,P006736,P000398,PI Chetan Kumar,Chargesheeted
FIR202500544,FIR/0544/2025,PS0081,Bengaluru Rural,2025-02-19 15:03,2025-02-22 01:03,POCSO,Sexual Assault on Minor,"POCSO Act Sec 4, BNS 64",13.195842,77.591534,P005932,P006844,P004509,SI Mahesh Bhat,Under Investigation
FIR202500560,FIR/0560/2025,PS0164,Bidar,2025-02-21 01:23,2025-02-22 02:23,NDPS,Possession of Narcotics,NDPS Act Sec 20(b),17.944548,77.458732,P004705,P007020,P005639,SI Prakash Sharma,Chargesheeted
FIR202500539,FIR/0539/2025,PS0177,Bidar,2025-02-18 22:26,2025-02-22 02:26,Robbery,Highway Robbery,BNS 309(4),18.065315,77.319838,P004965,P006620,P009440,PI Harish Naik,Untraced
FIR202500534,FIR/0534/2025,PS0089,Bengaluru Rural,2025-02-18 08:38,2025-02-22 17:38,Murder,Gang Conflict,BNS 103(1),13.387719,77.591041,P000111,P004394,P000068,SI Divya Hegde,Untraced
FIR202500563,FIR/0563/2025,PS0087,Bengaluru Rural,2025-02-21 10:27,2025-02-22 19:27,Cyber Crime,Phishing,"IT Act 66D, BNS 318(4)",13.144274,77.522998,P005872,P002986,P000098,PI Ramesh Gowda,Under Investigation
FIR202500565,FIR/0565/2025,PS0113,Bengaluru Urban,2025-02-21 15:17,2025-02-22 20:17,Fraud,Cheating,BNS 318(4),13.150606,77.48038,P006390,P001754,P006550,PI Ramesh Gowda,Under Investigation
FIR202500557,FIR/0557/2025,PS0128,Bengaluru Urban,2025-02-20 16:55,2025-02-22 20:55,Robbery,Chain Snatching with Force,BNS 309(4),13.029245,77.566238,P000540,P006228,P003174,PI Ramesh Gowda,Chargesheeted
FIR202500545,FIR/0545/2025,PS0021,Bagalkote,2025-02-19 16:08,2025-02-22 22:08,POCSO,Sexual Assault on Minor,"POCSO Act Sec 4, BNS 64",15.988567,75.510205,P000093,P006375,P001512,SI Mahesh Bhat,Chargesheeted
FIR202500571,FIR/0571/2025,PS0123,Bengaluru Urban,2025-02-22 15:12,2025-02-23 01:12,Theft,Pocket Pick,BNS 303(2),13.034402,77.506944,P005769,P006651,P003371,PI Harish Naik,Chargesheeted
FIR202500572,FIR/0572/2025,PS0135,Bengaluru Urban,2025-02-22 18:35,2025-02-23 03:35,Fraud,Land Scam,BNS 318(4),12.912487,77.462486,P002126,P000134,P002719,PI Harish Naik,Under Investigation
FIR202500566,FIR/0566/2025,PS0203,Chamarajanagar,2025-02-21 16:43,2025-02-23 03:43,Theft,House Theft,BNS 303(2),11.910353,76.870399,P000875,P001691,"P001779, P000884",PI Chetan Kumar,Chargesheeted
FIR202500568,FIR/0568/2025,PS0114,Bengaluru Urban,2025-02-22 05:06,2025-02-23 08:06,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",12.974621,77.747868,P009537,P007963,P001078,PI Harish Naik,Chargesheeted
FIR202500569,FIR/0569/2025,PS0173,Bidar,2025-02-22 07:02,2025-02-23 14:02,Robbery,Highway Robbery,BNS 309(4),17.76491,77.577191,P009909,P004723,P007024,SI Divya Hegde,Under Investigation
FIR202500570,FIR/0570/2025,PS0147,Bengaluru Urban,2025-02-22 11:16,2025-02-23 14:16,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),12.901782,77.546895,P008253,P004897,P002587,PI Chetan Kumar,Chargesheeted
FIR202500567,FIR/0567/2025,PS0100,Bengaluru Rural,2025-02-22 04:29,2025-02-23 14:29,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",13.133282,77.535872,P009655,P007469,P008797,PI Suresh Kulkarni,Chargesheeted
FIR202500561,FIR/0561/2025,PS0040,Ballari,2025-02-21 06:06,2025-02-23 15:06,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",15.326983,76.824471,P004175,P005827,P003843,PI Lakshmi Devi,Chargesheeted
FIR202500564,FIR/0564/2025,PS0142,Bengaluru Urban,2025-02-21 14:56,2025-02-23 23:56,Fraud,Cheating,BNS 318(4),13.086038,77.741247,P005581,P002030,P007611,PI Suresh Kulkarni,Chargesheeted
FIR202500578,FIR/0578/2025,PS0071,Bengaluru Rural,2025-02-23 16:00,2025-02-24 00:00,Fraud,Cheating,BNS 318(4),13.038095,77.507515,P000426,P004433,P006051,SI Mahesh Bhat,Chargesheeted
FIR202500580,FIR/0580/2025,PS0074,Bengaluru Rural,2025-02-23 16:38,2025-02-24 02:38,Cyber Crime,Phishing,"IT Act 66D, BNS 318(4)",13.155377,77.559532,P006125,P003837,P004375,PI Ramesh Gowda,Under Investigation
FIR202500581,FIR/0581/2025,PS0024,Bagalkote,2025-02-23 19:51,2025-02-24 02:51,Burglary,Day Burglary,"BNS 331(3), BNS 331(4)",16.389868,75.513493,P000547,P001654,P003339,SI Divya Hegde,Under Investigation
FIR202500579,FIR/0579/2025,PS0087,Bengaluru Rural,2025-02-23 16:31,2025-02-24 04:31,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",13.126707,77.500515,P008952,P005532,P008597,SI Mahesh Bhat,Under Investigation
FIR202500573,FIR/0573/2025,PS0034,Ballari,2025-02-22 19:36,2025-02-24 05:36,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",15.01126,77.081825,P009973,P003842,P007806,SI Prakash Sharma,Chargesheeted
FIR202500585,FIR/0585/2025,PS0075,Bengaluru Rural,2025-02-24 10:31,2025-02-24 15:31,Theft,Snatching,BNS 303(2),13.195155,77.516683,P000407,P000584,P004863,SI Prakash Sharma,Untraced
FIR202500577,FIR/0577/2025,PS0194,Chamarajanagar,2025-02-23 04:52,2025-02-24 15:52,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",11.790318,76.903081,P009827,P000535,P006980,PI Suresh Kulkarni,Chargesheeted
FIR202500582,FIR/0582/2025,PS0084,Bengaluru Rural,2025-02-24 05:15,2025-02-24 16:15,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",13.183312,77.563116,P002187,P004858,P002413,SI Mahesh Bhat,Under Investigation
FIR202500584,FIR/0584/2025,PS0097,Bengaluru Rural,2025-02-24 09:34,2025-02-24 17:34,Fraud,Corporate Fraud,BNS 318(4),13.113742,77.494605,P003566,P006822,P007853,SI Ganesh Rao,Under Investigation
FIR202500556,FIR/0556/2025,PS0237,Chikkaballapura,2025-02-20 15:49,2025-02-24 22:49,Dacoity,Bank Dacoity,BNS 310(2),13.35528,77.658273,P008650,P009652,P001494,PI Naveen Patil,Under Investigation
FIR202500575,FIR/0575/2025,PS0070,Bengaluru Rural,2025-02-22 23:17,2025-02-25 01:17,Burglary,Day Burglary,"BNS 331(3), BNS 331(4)",13.280695,77.756987,P009587,P001934,P003640,SI Mahesh Bhat,Chargesheeted
FIR202500589,FIR/0589/2025,PS0059,Belagavi,2025-02-25 04:04,2025-02-25 05:04,Dacoity,Armed Dacoity,BNS 310(2),15.821616,74.529067,P003983,P000073,P008993,PI Chetan Kumar,Under Investigation
FIR202500588,FIR/0588/2025,PS0067,Belagavi,2025-02-24 23:33,2025-02-25 09:33,NDPS,Possession of Narcotics,NDPS Act Sec 20(b),15.864619,74.692934,P000608,P007721,P001790,SI Mahesh Bhat,Chargesheeted
FIR202500595,FIR/0595/2025,PS0163,Bidar,2025-02-25 18:01,2025-02-25 22:01,Robbery,Chain Snatching with Force,BNS 309(4),17.950701,77.576123,P001010,P000092,P008094,PI Ramesh Gowda,Chargesheeted
FIR202500592,FIR/0592/2025,PS0071,Bengaluru Rural,2025-02-25 10:04,2025-02-25 22:04,Burglary,Day Burglary,"BNS 331(3), BNS 331(4)",13.019664,77.487235,P001716,P000677,P006904,PI Chetan Kumar,Chargesheeted
FIR202500587,FIR/0587/2025,PS0129,Bengaluru Urban,2025-02-24 20:33,2025-02-26 01:33,Burglary,Day Burglary,"BNS 331(3), BNS 331(4)",12.792014,77.763886,P004649,P001293,P009496,SI Ravi Kumar,Chargesheeted
FIR202500596,FIR/0596/2025,PS0125,Bengaluru Urban,2025-02-25 19:06,2025-02-26 04:06,Theft,House Theft,BNS 303(2),12.793944,77.698881,P005881,P005593,P008568,PI Suresh Kulkarni,Chargesheeted
FIR202500574,FIR/0574/2025,PS0249,Chikkaballapura,2025-02-22 22:05,2025-02-26 08:05,Murder,Dowry Homicide,BNS 103(1),13.478459,77.545363,P005417,P008361,P000485,PI Chetan Kumar,Chargesheeted
FIR202500583,FIR/0583/2025,PS0162,Bidar,2025-02-24 05:15,2025-02-26 12:15,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",18.001675,77.485711,P005914,P001330,P007236,PI Suresh Kulkarni,Chargesheeted
FIR202500598,FIR/0598/2025,PS0165,Bidar,2025-02-26 04:41,2025-02-26 14:41,Burglary,Day Burglary,"BNS 331(3), BNS 331(4)",18.035446,77.468755,P003182,P008884,P009486,PI Harish Naik,Untraced
FIR202500600,FIR/0600/2025,PS0115,Bengaluru Urban,2025-02-26 12:39,2025-02-26 15:39,Fraud,Cheating,BNS 318(4),12.890101,77.399681,P002623,P005256,P008996,PI Chetan Kumar,Under Investigation
FIR202500586,FIR/0586/2025,PS0073,Bengaluru Rural,2025-02-24 14:34,2025-02-26 18:34,Burglary,Night House Breaking,"BNS 331(3), BNS 331(4)",13.339714,77.612578,P003725,P001674,P007460,PI Harish Naik,Chargesheeted
FIR202500601,FIR/0601/2025,PS0179,Bidar,2025-02-26 17:06,2025-02-26 21:06,Theft,Pocket Pick,BNS 303(2),18.106536,77.398177,P004142,P001423,P004974,SI Divya Hegde,Chargesheeted
FIR202500576,FIR/0576/2025,PS0075,Bengaluru Rural,2025-02-23 00:34,2025-02-27 04:34,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),13.17957,77.511303,P000391,P000598,P004837,SI Ravi Kumar,Untraced
FIR202500590,FIR/0590/2025,PS0142,Bengaluru Urban,2025-02-25 08:13,2025-02-27 09:13,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",13.087291,77.762263,P007306,P009266,P002884,PI Chetan Kumar,Under Investigation
FIR202500603,FIR/0603/2025,PS0096,Bengaluru Rural,2025-02-27 03:25,2025-02-27 12:25,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",13.152897,77.449594,P003696,P007976,P003542,SI Prakash Sharma,Under Investigation
FIR202500602,FIR/0602/2025,PS0112,Bengaluru Urban,2025-02-27 02:51,2025-02-27 14:51,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",13.094531,77.579338,P008653,P002822,P004130,PI Lakshmi Devi,Chargesheeted
FIR202500593,FIR/0593/2025,PS0065,Belagavi,2025-02-25 13:40,2025-02-27 20:40,NDPS,Drug Trafficking,NDPS Act Sec 20(b),15.746033,74.436215,P006072,P008629,P008873,PI Chetan Kumar,Chargesheeted
FIR202500605,FIR/0605/2025,PS0148,Bengaluru Urban,2025-02-27 17:40,2025-02-27 20:40,Theft,House Theft,BNS 303(2),12.869997,77.659143,P002843,P009841,"P000488, P003843",PI Chetan Kumar,Under Investigation
FIR202500610,FIR/0610/2025,PS0004,Bagalkote,2025-02-28 06:07,2025-02-28 07:07,Theft,Pocket Pick,BNS 303(2),16.015647,75.6693,P008787,P006174,P003062,PI Harish Naik,Chargesheeted
FIR202500606,FIR/0606/2025,PS0057,Belagavi,2025-02-27 20:10,2025-02-28 07:10,Fraud,Cheating,BNS 318(4),15.683298,74.416278,P009065,P001445,P008487,SI Prakash Sharma,Chargesheeted
FIR202500609,FIR/0609/2025,PS0150,Bengaluru Urban,2025-02-28 05:16,2025-02-28 09:16,Theft,Snatching,BNS 303(2),13.092073,77.695456,P005401,P002314,P001635,PI Lakshmi Devi,Chargesheeted
FIR202500608,FIR/0608/2025,PS0088,Bengaluru Rural,2025-02-28 03:40,2025-02-28 11:40,Burglary,Night House Breaking,"BNS 331(3), BNS 331(4)",13.052002,77.410018,P004878,P007498,P007770,SI Prakash Sharma,Chargesheeted
FIR202500604,FIR/0604/2025,PS0102,Bengaluru Rural,2025-02-27 11:12,2025-02-28 13:12,Burglary,Day Burglary,"BNS 331(3), BNS 331(4)",13.12596,77.628268,P005697,P005661,P002984,SI Mahesh Bhat,Untraced
FIR202500611,FIR/0611/2025,PS0036,Ballari,2025-02-28 07:03,2025-02-28 14:03,Dacoity,Armed Dacoity,BNS 310(2),15.270419,76.760557,P004382,P009060,P000935,SI Divya Hegde,Chargesheeted
FIR202500615,FIR/0615/2025,PS0190,Bidar,2025-02-28 12:25,2025-02-28 17:25,Theft,House Theft,BNS 303(2),17.742314,77.559742,P009500,P001954,P008353,PI Chetan Kumar,Under Investigation
FIR202500617,FIR/0617/2025,PS0165,Bidar,2025-02-28 15:25,2025-02-28 18:25,Theft,Snatching,BNS 303(2),18.040435,77.442396,P003403,P006054,P007966,PI Lakshmi Devi,Under Investigation
FIR202500599,FIR/0599/2025,PS0029,Ballari,2025-02-26 07:49,2025-02-28 18:49,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",14.961233,76.88036,P005831,P005941,P007445,SI Ravi Kumar,Under Investigation
FIR202500613,FIR/0613/2025,PS0134,Bengaluru Urban,2025-02-28 11:25,2025-02-28 20:25,Burglary,Night House Breaking,"BNS 331(3), BNS 331(4)",12.809249,77.653104,P007707,P001147,P000636,SI Ganesh Rao,Chargesheeted
FIR202500594,FIR/0594/2025,PS0039,Ballari,2025-02-25 15:42,2025-03-01 03:42,Murder,Dowry Homicide,BNS 103(1),15.337758,76.919511,P002034,P003915,P002883,SI Ganesh Rao,Chargesheeted
FIR202500618,FIR/0618/2025,PS0077,Bengaluru Rural,2025-02-28 16:15,2025-03-01 04:15,Assault,Public Affray,"BNS 115(2), BNS 117(2)",13.355867,77.612386,P006413,P009798,P003786,PI Suresh Kulkarni,Under Investigation
FIR202500607,FIR/0607/2025,PS0109,Bengaluru Rural,2025-02-27 22:39,2025-03-01 07:39,Assault,Public Affray,"BNS 115(2), BNS 117(2)",13.101341,77.609637,P003248,P001461,P000801,SI Mahesh Bhat,Chargesheeted
FIR202500621,FIR/0621/2025,PS0133,Bengaluru Urban,2025-03-01 03:21,2025-03-01 15:21,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",13.030677,77.548423,P003385,P001561,P000396,SI Mahesh Bhat,Chargesheeted
FIR202500623,FIR/0623/2025,PS0081,Bengaluru Rural,2025-03-01 04:44,2025-03-01 16:44,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",13.174525,77.593713,P001626,P000697,P005198,SI Prakash Sharma,Chargesheeted
FIR202500591,FIR/0591/2025,PS0135,Bengaluru Urban,2025-02-25 09:56,2025-03-01 16:56,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",12.932513,77.430818,P008729,P007578,P008231,PI Chetan Kumar,Under Investigation
FIR202500616,FIR/0616/2025,PS0073,Bengaluru Rural,2025-02-28 14:03,2025-03-01 19:03,Theft,House Theft,BNS 303(2),13.356335,77.583878,P000043,P002438,P006214,PI Suresh Kulkarni,Chargesheeted
FIR202500626,FIR/0626/2025,PS0182,Bidar,2025-03-02 02:15,2025-03-02 05:15,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",17.922393,77.663265,P002875,P004693,P003499,SI Prakash Sharma,Under Investigation
FIR202500622,FIR/0622/2025,PS0106,Bengaluru Rural,2025-03-01 03:52,2025-03-02 05:52,Robbery,Chain Snatching with Force,BNS 309(4),13.273683,77.516235,P009949,P006593,P001139,SI Divya Hegde,Chargesheeted
FIR202500629,FIR/0629/2025,PS0101,Bengaluru Rural,2025-03-02 06:08,2025-03-02 08:08,Murder,Gang Conflict,BNS 103(1),13.266641,77.734723,P002574,P004114,P000512,PI Harish Naik,Chargesheeted
FIR202500627,FIR/0627/2025,PS0192,Bidar,2025-03-02 05:11,2025-03-02 11:11,Assault,Public Affray,"BNS 115(2), BNS 117(2)",17.978527,77.33911,P006891,P008202,P002606,PI Lakshmi Devi,Chargesheeted
FIR202500597,FIR/0597/2025,PS0143,Bengaluru Urban,2025-02-26 04:19,2025-03-02 11:19,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",12.774034,77.404611,P009354,P002459,P007656,SI Ganesh Rao,Under Investigation
FIR202500624,FIR/0624/2025,PS0088,Bengaluru Rural,2025-03-01 05:58,2025-03-02 12:58,Murder,Dowry Homicide,BNS 103(1),13.049459,77.383031,P000105,P002695,P008074,PI Ramesh Gowda,Chargesheeted
FIR202500630,FIR/0630/2025,PS0109,Bengaluru Rural,2025-03-02 08:40,2025-03-02 13:40,Murder,Dowry Homicide,BNS 103(1),13.099244,77.596407,P008250,P000338,P000070,PI Chetan Kumar,Under Investigation
FIR202500614,FIR/0614/2025,PS0193,Chamarajanagar,2025-02-28 11:50,2025-03-02 23:50,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",12.013015,76.856615,P008626,P001472,P004665,PI Lakshmi Devi,Chargesheeted
FIR202500634,FIR/0634/2025,PS0194,Chamarajanagar,2025-03-02 19:00,2025-03-03 05:00,Vehicle Theft,Car Theft,BNS 303(2),11.770362,76.896715,P003259,P004417,P009716,PI Ramesh Gowda,Under Investigation
FIR202500628,FIR/0628/2025,PS0146,Bengaluru Urban,2025-03-02 05:11,2025-03-03 06:11,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",12.944248,77.773656,P002473,P008152,P000428,SI Mahesh Bhat,Under Investigation
FIR202500637,FIR/0637/2025,PS0048,Belagavi,2025-03-03 05:15,2025-03-03 06:15,Dacoity,Bank Dacoity,BNS 310(2),15.747458,74.489021,P000356,P009971,P002974,PI Chetan Kumar,Chargesheeted
FIR202500620,FIR/0620/2025,PS0030,Ballari,2025-03-01 02:50,2025-03-03 07:50,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",15.195744,76.830382,P003428,P003562,P000329,PI Naveen Patil,Chargesheeted
FIR202500638,FIR/0638/2025,PS0094,Bengaluru Rural,2025-03-03 09:19,2025-03-03 10:19,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",13.060949,77.696052,P007132,P003141,P007134,PI Harish Naik,Chargesheeted
FIR202500612,FIR/0612/2025,PS0138,Bengaluru Urban,2025-02-28 07:11,2025-03-03 13:11,POCSO,Sexual Assault on Minor,"POCSO Act Sec 4, BNS 64",13.156051,77.456019,P006114,P000819,P009568,SI Mahesh Bhat,Chargesheeted
FIR202500642,FIR/0642/2025,PS0096,Bengaluru Rural,2025-03-03 13:09,2025-03-03 16:09,Dacoity,Bank Dacoity,BNS 310(2),13.137521,77.461749,P002763,P009461,P008400,SI Prakash Sharma,Under Investigation
FIR202500641,FIR/0641/2025,PS0167,Bidar,2025-03-03 11:51,2025-03-03 20:51,Murder,Personal Enmity,BNS 103(1),18.03768,77.433693,P008954,P004191,P004472,PI Chetan Kumar,Under Investigation
FIR202500633,FIR/0633/2025,PS0131,Bengaluru Urban,2025-03-02 17:29,2025-03-03 21:29,Vehicle Theft,Car Theft,BNS 303(2),13.007721,77.635565,P003593,P008023,P008526,PI Suresh Kulkarni,Chargesheeted
FIR202500635,FIR/0635/2025,PS0126,Bengaluru Urban,2025-03-02 19:53,2025-03-03 23:53,Vehicle Theft,Car Theft,BNS 303(2),12.850902,77.572656,P000581,P001060,P002756,PI Naveen Patil,Under Investigation
FIR202500643,FIR/0643/2025,PS0002,Bagalkote,2025-03-03 21:21,2025-03-04 01:21,Theft,House Theft,BNS 303(2),16.128599,75.506592,P004737,P003433,P009594,SI Mahesh Bhat,Untraced
FIR202500619,FIR/0619/2025,PS0170,Bidar,2025-02-28 23:55,2025-03-04 06:55,Theft,Snatching,BNS 303(2),17.896801,77.397913,P003085,P004400,P007966,PI Suresh Kulkarni,Chargesheeted
FIR202500644,FIR/0644/2025,PS0225,Chamarajanagar,2025-03-04 00:01,2025-03-04 09:01,Vehicle Theft,Car Theft,BNS 303(2),12.012174,76.770319,P002951,P008293,P004510,PI Chetan Kumar,Chargesheeted
FIR202500631,FIR/0631/2025,PS0063,Belagavi,2025-03-02 11:08,2025-03-04 14:08,Dacoity,Bank Dacoity,BNS 310(2),16.016745,74.699122,P003808,P006630,P004237,PI Lakshmi Devi,Under Investigation
FIR202500650,FIR/0650/2025,PS0133,Bengaluru Urban,2025-03-04 09:29,2025-03-04 14:29,Theft,House Theft,BNS 303(2),13.030033,77.517317,P005223,P006520,P003936,SI Mahesh Bhat,Chargesheeted
FIR202500639,FIR/0639/2025,PS0073,Bengaluru Rural,2025-03-03 10:34,2025-03-04 19:34,Fraud,Land Scam,BNS 318(4),13.353431,77.594833,P001284,P006367,P004284,PI Ramesh Gowda,Chargesheeted
FIR202500656,FIR/0656/2025,PS0053,Belagavi,2025-03-04 18:44,2025-03-04 20:44,Dacoity,Armed Dacoity,BNS 310(2),15.854761,74.321231,P007047,P002767,P005346,SI Ganesh Rao,Chargesheeted
FIR202500632,FIR/0632/2025,PS0132,Bengaluru Urban,2025-03-02 12:33,2025-03-04 21:33,Robbery,Chain Snatching with Force,BNS 309(4),13.002601,77.66277,P001495,P004596,P009855,PI Naveen Patil,Under Investigation
FIR202500654,FIR/0654/2025,PS0023,Bagalkote,2025-03-04 15:56,2025-03-05 00:56,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",16.116365,75.805296,P008802,P007668,P004209,PI Naveen Patil,Untraced
FIR202500661,FIR/0661/2025,PS0224,Chamarajanagar,2025-03-05 02:20,2025-03-05 05:20,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",11.842563,76.818335,P002829,P004796,"P000160, P008697",PI Ramesh Gowda,Chargesheeted
FIR202500646,FIR/0646/2025,PS0090,Bengaluru Rural,2025-03-04 00:42,2025-03-05 09:42,Burglary,Night House Breaking,"BNS 331(3), BNS 331(4)",13.41391,77.478118,P008182,P004089,P004596,PI Lakshmi Devi,Chargesheeted
FIR202500658,FIR/0658/2025,PS0076,Bengaluru Rural,2025-03-04 22:10,2025-03-05 10:10,Dacoity,Armed Dacoity,BNS 310(2),13.327796,77.762917,P008550,P002747,P002699,PI Chetan Kumar,Chargesheeted
FIR202500649,FIR/0649/2025,PS0215,Chamarajanagar,2025-03-04 07:23,2025-03-05 16:23,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",11.853719,76.952794,P003993,P000091,P002884,SI Ganesh Rao,Under Investigation
FIR202500655,FIR/0655/2025,PS0117,Bengaluru Urban,2025-03-04 17:55,2025-03-05 21:55,Burglary,Day Burglary,"BNS 331(3), BNS 331(4)",13.113117,77.788872,P002295,P009754,P002241,PI Naveen Patil,Closed
FIR202500667,FIR/0667/2025,PS0083,Bengaluru Rural,2025-03-05 23:00,2025-03-06 00:00,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",13.257995,77.575605,P002574,P009645,P007798,PI Chetan Kumar,Chargesheeted
FIR202500665,FIR/0665/2025,PS0006,Bagalkote,2025-03-05 19:34,2025-03-06 00:34,Burglary,Night House Breaking,"BNS 331(3), BNS 331(4)",16.379344,75.752877,P007740,P004690,P001972,SI Mahesh Bhat,Chargesheeted
FIR202500657,FIR/0657/2025,PS0048,Belagavi,2025-03-04 19:32,2025-03-06 04:32,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",15.752327,74.494812,P003945,P007143,P000273,PI Lakshmi Devi,Under Investigation
FIR202500666,FIR/0666/2025,PS0032,Ballari,2025-03-05 22:34,2025-03-06 04:34,Theft,Snatching,BNS 303(2),15.179208,76.877524,P002394,P007139,P003434,PI Chetan Kumar,Under Investigation
FIR202500659,FIR/0659/2025,PS0132,Bengaluru Urban,2025-03-04 23:43,2025-03-06 04:43,POCSO,Sexual Assault on Minor,"POCSO Act Sec 4, BNS 64",13.007349,77.66085,P000853,P000355,P006882,PI Ramesh Gowda,Chargesheeted
FIR202500672,FIR/0672/2025,PS0119,Bengaluru Urban,2025-03-06 08:54,2025-03-06 09:54,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",12.83274,77.766197,P009788,P007923,P007684,SI Mahesh Bhat,Chargesheeted
FIR202500668,FIR/0668/2025,PS0056,Belagavi,2025-03-05 23:23,2025-03-06 10:23,NDPS,Drug Trafficking,NDPS Act Sec 20(b),15.760968,74.589047,P003369,P006542,P001555,SI Ganesh Rao,Under Investigation
FIR202500669,FIR/0669/2025,PS0074,Bengaluru Rural,2025-03-06 01:15,2025-03-06 11:15,NDPS,Drug Trafficking,NDPS Act Sec 20(b),13.173867,77.591533,P001878,P006001,P007842,PI Lakshmi Devi,Under Investigation
FIR202500670,FIR/0670/2025,PS0117,Bengaluru Urban,2025-03-06 04:00,2025-03-06 13:00,Fraud,Land Scam,BNS 318(4),13.134939,77.779822,P004065,P001123,"P001127, P000736",PI Suresh Kulkarni,Chargesheeted
FIR202500640,FIR/0640/2025,PS0130,Bengaluru Urban,2025-03-03 11:27,2025-03-06 18:27,NDPS,Possession of Narcotics,NDPS Act Sec 20(b),13.099852,77.481291,P002807,P007378,P005812,PI Lakshmi Devi,Under Investigation
FIR202500677,FIR/0677/2025,PS0118,Bengaluru Urban,2025-03-06 16:57,2025-03-06 18:57,POCSO,Harassment,"POCSO Act Sec 4, BNS 64",12.800488,77.682799,P003675,P004412,P001457,SI Mahesh Bhat,Chargesheeted
