Risk_Rank,Station_ID,Station_Name,District,Zone,Station_Type,FIR_Count,Severity_Load,Hotspot_Count,Personnel_Strength,Patrol_Vehicles,Risk_Score,Risk_Tier,z_Severity,z_FIR,z_Hotspot,z_Personnel_Deficit
150,PS0229,Chamarajanagar East Rural Police Station,Chamarajanagar,East,Rural Police Station,20,41.0,0,42,7,42.19,Medium,0.32051282051282054,0.6826061944859854,0.0,0.8885070547670338
151,PS0124,Bengaluru Urban West Police Station,Bengaluru Urban,West,Police Station,22,41.5,0,60,17,42.01,Medium,0.3269230769230769,0.739130138344212,0.0,0.8808636045354408
152,PS0049,Belagavi East Rural Police Station,Belagavi,East,Rural Police Station,18,43.5,0,58,10,41.94,Medium,0.3525641025641026,0.6204208453129829,0.0,0.9574830634709964
153,PS0010,Bagalkote Central Rural Police Station,Bagalkote,Central,Rural Police Station,17,41.0,0,139,9,41.91,Medium,0.32051282051282054,0.5868269919231961,0.0,0.8137818156196762
154,PS0021,Bagalkote Central Rural Police Station,Bagalkote,Central,Rural Police Station,19,44.5,0,179,19,41.81,Medium,0.36538461538461536,0.6522911610246186,0.0,0.7415752342088213
155,PS0224,Chamarajanagar West Cyber Crime Police Station,Chamarajanagar,West,Cyber Crime Police Station,19,41.5,1,162,14,41.75,Medium,0.3269230769230769,0.6522911610246186,0.3333333333333333,0.3850995368945682
156,PS0052,Belagavi South Traffic Police Station,Belagavi,South,Traffic Police Station,17,49.0,0,62,16,41.68,Medium,0.4230769230769231,0.5868269919231961,0.0,0.9500888136398653
157,PS0221,Chamarajanagar South Police Station,Chamarajanagar,South,Police Station,17,38.5,1,115,12,41.41,Medium,0.28846153846153844,0.5868269919231961,0.3333333333333333,0.5822674813946171
158,PS0109,Bengaluru Rural West Police Station,Bengaluru Rural,West,Police Station,18,46.0,1,108,17,41.26,Medium,0.38461538461538464,0.6204208453129829,0.3333333333333333,0.41505241997483266
159,PS0054,Belagavi South Cyber Crime Police Station,Belagavi,South,Cyber Crime Police Station,19,46.0,0,116,17,41.01,Medium,0.38461538461538464,0.6522911610246186,0.0,0.850266440919596
160,PS0213,Chamarajanagar West Town Police Station,Chamarajanagar,West,Town Police Station,19,48.0,0,63,18,40.83,Medium,0.41025641025641024,0.6522911610246186,0.0,0.8004107391393522
161,PS0219,Chamarajanagar South Police Station,Chamarajanagar,South,Police Station,20,50.0,0,79,24,40.44,Medium,0.4358974358974359,0.6826061944859854,0.0,0.7332897367563569
162,PS0112,Bengaluru Urban North Town Police Station,Bengaluru Urban,North,Town Police Station,18,32.5,1,109,19,40.16,Medium,0.21153846153846154,0.6204208453129829,0.3333333333333333,0.7307308046544267
163,PS0075,Bengaluru Rural West Police Station,Bengaluru Rural,West,Police Station,24,59.5,0,152,25,40.08,Medium,0.5576923076923077,0.7909380448778324,0.0,0.1503813115850844
164,PS0085,Bengaluru Rural North Town Police Station,Bengaluru Rural,North,Town Police Station,20,53.0,1,172,25,40.01,Medium,0.47435897435897434,0.6826061944859854,0.3333333333333333,0.030076262317016877
165,PS0151,Bengaluru Urban South Rural Police Station,Bengaluru Urban,South,Rural Police Station,15,42.5,0,41,7,39.83,Medium,0.33974358974358976,0.5136442771714047,0.0,0.9390783636729768
166,PS0209,Chamarajanagar East Police Station,Chamarajanagar,East,Police Station,17,43.5,0,72,7,39.72,Medium,0.3525641025641026,0.5868269919231961,0.0,0.7626551752989174
167,PS0150,Bengaluru Urban South Women Police Station,Bengaluru Urban,South,Women Police Station,18,36.5,0,35,11,39.2,Medium,0.26282051282051283,0.6204208453129829,0.0,0.9574619718216725
168,PS0089,Bengaluru Rural West Police Station,Bengaluru Rural,West,Police Station,18,48.5,1,155,18,39.16,Medium,0.4166666666666667,0.6204208453129829,0.3333333333333333,0.1323355541948743
169,PS0026,Ballari West Rural Police Station,Ballari,West,Rural Police Station,20,39.0,0,170,3,38.98,Medium,0.2948717948717949,0.6826061944859854,0.0,0.540210877811161
170,PS0214,Chamarajanagar North Town Police Station,Chamarajanagar,North,Town Police Station,17,44.5,0,71,12,38.89,Medium,0.36538461538461536,0.5868269919231961,0.0,0.7668502379478546
171,PS0136,Bengaluru Urban South Traffic Police Station,Bengaluru Urban,South,Traffic Police Station,20,43.0,0,128,19,38.63,Medium,0.34615384615384615,0.6826061944859854,0.0,0.6725160455168907
172,PS0113,Bengaluru Urban West Cyber Crime Police Station,Bengaluru Urban,West,Cyber Crime Police Station,20,40.0,0,176,7,38.58,Medium,0.3076923076923077,0.6826061944859854,0.0,0.5254471803273258
173,PS0080,Bengaluru Rural Central Town Police Station,Bengaluru Rural,Central,Town Police Station,18,43.0,1,167,9,38.46,Medium,0.34615384615384615,0.6204208453129829,0.3333333333333333,0.060152524634033644
174,PS0082,Bengaluru Rural West Cyber Crime Police Station,Bengaluru Rural,West,Cyber Crime Police Station,20,48.0,0,91,15,38.45,Medium,0.41025641025641024,0.6826061944859854,0.0,0.51731171185269
175,PS0132,Bengaluru Urban East Police Station,Bengaluru Urban,East,Police Station,18,42.0,0,47,22,38.34,Medium,0.3333333333333333,0.6204208453129829,0.0,0.9206947555242813
176,PS0023,Bagalkote East Cyber Crime Police Station,Bagalkote,East,Cyber Crime Police Station,15,27.5,0,53,3,38.21,Medium,0.14743589743589744,0.5136442771714047,0.0,0.9690259656530141
177,PS0125,Bengaluru Urban East Police Station,Bengaluru Urban,East,Police Station,20,37.5,0,110,14,38.14,Medium,0.27564102564102566,0.6826061944859854,0.0,0.7276668699629775
178,PS0202,Chamarajanagar West Traffic Police Station,Chamarajanagar,West,Traffic Police Station,20,43.5,0,155,9,37.98,Medium,0.3525641025641026,0.6826061944859854,0.0,0.4144649754371287
179,PS0217,Chamarajanagar West Cyber Crime Police Station,Chamarajanagar,West,Cyber Crime Police Station,19,43.5,0,130,11,37.87,Medium,0.3525641025641026,0.6522911610246186,0.0,0.519341541660559
180,PS0033,Ballari North Women Police Station,Ballari,North,Women Police Station,16,42.0,0,61,14,37.79,Medium,0.3333333333333333,0.5513124726004205,0.0,0.8765007607230709
181,PS0128,Bengaluru Urban South Cyber Crime Police Station,Bengaluru Urban,South,Cyber Crime Police Station,18,36.0,0,37,17,37.52,Medium,0.2564102564102564,0.6204208453129829,0.0,0.9513341024387739
182,PS0118,Bengaluru Urban South Cyber Crime Police Station,Bengaluru Urban,South,Cyber Crime Police Station,18,42.0,0,132,15,37.4,Medium,0.3333333333333333,0.6204208453129829,0.0,0.6602603067510936
183,PS0105,Bengaluru Rural East Cyber Crime Police Station,Bengaluru Rural,East,Cyber Crime Police Station,16,33.0,1,76,13,37.39,Medium,0.21794871794871795,0.5513124726004205,0.3333333333333333,0.6075404988037406
184,PS0071,Bengaluru Rural North Rural Police Station,Bengaluru Rural,North,Rural Police Station,19,52.0,0,131,15,36.81,Medium,0.46153846153846156,0.6522911610246186,0.0,0.2767016133165552
185,PS0108,Bengaluru Rural Central Cyber Crime Police Station,Bengaluru Rural,Central,Cyber Crime Police Station,19,55.0,0,127,22,36.63,Medium,0.5,0.6522911610246186,0.0,0.30076262317016866
186,PS0083,Bengaluru Rural East Town Police Station,Bengaluru Rural,East,Town Police Station,21,52.5,0,170,14,36.36,Medium,0.46794871794871795,0.7115107053562038,0.0,0.042106767243823784
187,PS0198,Chamarajanagar South Police Station,Chamarajanagar,South,Police Station,19,30.5,1,164,20,36.08,Medium,0.1858974358974359,0.6522911610246186,0.3333333333333333,0.3767094115966938
188,PS0044,Ballari North Town Police Station,Ballari,North,Town Police Station,16,43.0,0,139,13,36.04,Medium,0.34615384615384615,0.5513124726004205,0.0,0.6358529546026216
189,PS0060,Belagavi West Cyber Crime Police Station,Belagavi,West,Cyber Crime Police Station,17,36.5,0,40,21,36.02,Medium,0.26282051282051283,0.5868269919231961,0.0,0.9907571877110862
190,PS0199,Chamarajanagar North Town Police Station,Chamarajanagar,North,Town Police Station,15,31.5,1,68,22,36.02,Medium,0.1987179487179487,0.5136442771714047,0.3333333333333333,0.7794354258946662
191,PS0129,Bengaluru Urban Central Traffic Police Station,Bengaluru Urban,Central,Traffic Police Station,18,41.5,0,111,23,35.94,Medium,0.3269230769230769,0.6204208453129829,0.0,0.7246029352715282
192,PS0102,Bengaluru Rural North Police Station,Bengaluru Rural,North,Police Station,16,48.5,0,40,24,35.93,Medium,0.4166666666666667,0.5513124726004205,0.0,0.8240895874862619
193,PS0236,Chikkaballapura North Town Police Station,Chikkaballapura,North,Town Police Station,17,39.5,0,123,25,35.64,Medium,0.30128205128205127,0.5868269919231961,0.0,0.8328782626716477
194,PS0138,Bengaluru Urban North Cyber Crime Police Station,Bengaluru Urban,North,Cyber Crime Police Station,18,38.5,0,92,24,35.13,Medium,0.28846153846153844,0.6204208453129829,0.0,0.7828176944090643
195,PS0006,Bagalkote East Cyber Crime Police Station,Bagalkote,East,Cyber Crime Police Station,14,38.0,0,147,19,34.88,Medium,0.28205128205128205,0.4735442393638178,0.0,0.7993404993375052
196,PS0135,Bengaluru Urban North Rural Police Station,Bengaluru Urban,North,Rural Police Station,19,30.0,0,110,13,34.72,Medium,0.1794871794871795,0.6522911610246186,0.0,0.7276668699629775
197,PS0139,Bengaluru Urban Central Women Police Station,Bengaluru Urban,Central,Women Police Station,11,23.0,2,102,20,34.67,Medium,0.08974358974358974,0.33489735551060396,0.6666666666666666,0.7521783474945716
198,PS0177,Bidar North Cyber Crime Police Station,Bidar,North,Cyber Crime Police Station,11,26.0,0,39,17,34.46,Medium,0.1282051282051282,0.33489735551060396,0.0,0.9776349667267513
199,PS0008,Bagalkote North Police Station,Bagalkote,North,Police Station,10,31.5,0,52,4,34.32,Medium,0.1987179487179487,0.28083414728281064,0.0,0.9708311301882855
200,PS0093,Bengaluru Rural Central Cyber Crime Police Station,Bengaluru Rural,Central,Cyber Crime Police Station,14,39.5,1,144,12,34.09,Medium,0.30128205128205127,0.4735442393638178,0.3333333333333333,0.19850333129231124
201,PS0099,Bengaluru Rural South Women Police Station,Bengaluru Rural,South,Women Police Station,17,46.5,0,108,17,33.89,Medium,0.391025641025641,0.5868269919231961,0.0,0.41505241997483266
202,PS0133,Bengaluru Urban East Traffic Police Station,Bengaluru Urban,East,Traffic Police Station,17,35.5,0,83,22,33.77,Medium,0.25,0.5868269919231961,0.0,0.8103931066321076
203,PS0227,Chamarajanagar South Town Police Station,Chamarajanagar,South,Town Police Station,18,41.0,0,125,22,33.74,Medium,0.32051282051282054,0.6204208453129829,0.0,0.5403168549052451
204,PS0064,Belagavi Central Rural Police Station,Belagavi,Central,Rural Police Station,14,32.0,0,144,7,33.26,Medium,0.20512820512820512,0.4735442393638178,0.0,0.7985066921016787
205,PS0127,Bengaluru Urban North Rural Police Station,Bengaluru Urban,North,Rural Police Station,16,35.0,0,96,18,33.21,Medium,0.24358974358974358,0.5513124726004205,0.0,0.7705619556432671
206,PS0250,Chikkaballapura West Traffic Police Station,Chikkaballapura,West,Traffic Police Station,15,32.5,0,111,17,33.18,Medium,0.21153846153846154,0.5136442771714047,0.0,0.855494986900989
207,PS0233,Chamarajanagar South Police Station,Chamarajanagar,South,Police Station,15,47.0,0,167,15,33.14,Medium,0.3974358974358974,0.5136442771714047,0.0,0.36412422364988206
208,PS0137,Bengaluru Urban East Traffic Police Station,Bengaluru Urban,East,Traffic Police Station,15,38.0,0,158,12,33.1,Medium,0.28205128205128205,0.5136442771714047,0.0,0.5805980047734126
209,PS0183,Bidar South Police Station,Bidar,South,Police Station,11,30.0,0,74,23,32.96,Medium,0.1794871794871795,0.33489735551060396,0.0,0.8994999622306592
210,PS0056,Belagavi South Town Police Station,Belagavi,South,Town Police Station,14,44.0,0,159,23,32.78,Medium,0.358974358974359,0.4735442393638178,0.0,0.7707782552349371
211,PS0120,Bengaluru Urban North Rural Police Station,Bengaluru Urban,North,Rural Police Station,17,28.0,0,71,16,32.76,Medium,0.15384615384615385,0.5868269919231961,0.0,0.8471603229294988
212,PS0123,Bengaluru Urban Central Police Station,Bengaluru Urban,Central,Police Station,17,26.0,0,108,10,32.36,Medium,0.1282051282051282,0.5868269919231961,0.0,0.7337947393458759
213,PS0142,Bengaluru Urban North Town Police Station,Bengaluru Urban,North,Town Police Station,17,34.5,0,112,23,32.25,Medium,0.23717948717948717,0.5868269919231961,0.0,0.721539000580079
214,PS0011,Bagalkote North Town Police Station,Bagalkote,North,Town Police Station,11,27.0,0,154,4,31.97,Medium,0.14102564102564102,0.33489735551060396,0.0,0.7867043475906056
215,PS0240,Chikkaballapura North Women Police Station,Chikkaballapura,North,Women Police Station,14,36.0,0,157,19,31.94,Medium,0.2564102564102564,0.4735442393638178,0.0,0.7687975440218471
216,PS0086,Bengaluru Rural South Traffic Police Station,Bengaluru Rural,South,Traffic Police Station,19,48.5,0,169,22,31.6,Medium,0.4166666666666667,0.6522911610246186,0.0,0.04812201970722696
217,PS0220,Chamarajanagar West Town Police Station,Chamarajanagar,West,Town Police Station,14,34.5,0,152,4,31.19,Medium,0.23717948717948717,0.4735442393638178,0.0,0.4270501633839403
218,PS0247,Chikkaballapura South Town Police Station,Chikkaballapura,South,Town Police Station,13,37.0,0,121,21,31.09,Medium,0.2692307692307692,0.430676558073393,0.0,0.8366477167098711
219,PS0114,Bengaluru Urban South Rural Police Station,Bengaluru Urban,South,Rural Police Station,14,25.5,0,52,11,30.82,Medium,0.12179487179487179,0.4735442393638178,0.0,0.9053750820670349
220,PS0092,Bengaluru Rural Central Women Police Station,Bengaluru Rural,Central,Women Police Station,16,33.5,1,177,16,30.71,Medium,0.22435897435897437,0.5513124726004205,0.3333333333333333,0.0
221,PS0094,Bengaluru Rural Central Town Police Station,Bengaluru Rural,Central,Town Police Station,15,35.0,0,89,11,30.31,Medium,0.24358974358974358,0.5136442771714047,0.0,0.5293422167794968
222,PS0152,Bengaluru Urban East Traffic Police Station,Bengaluru Urban,East,Traffic Police Station,12,27.5,0,102,4,30.2,Medium,0.14743589743589744,0.3846306860449148,0.0,0.7521783474945716
223,PS0242,Chikkaballapura Central Women Police Station,Chikkaballapura,Central,Women Police Station,14,35.5,0,176,23,30.18,Medium,0.25,0.4735442393638178,0.0,0.7329877306587231
224,PS0036,Ballari East Traffic Police Station,Ballari,East,Traffic Police Station,13,32.0,0,44,18,29.97,Medium,0.20512820512820512,0.430676558073393,0.0,0.9289496415441946
225,PS0241,Chikkaballapura West Rural Police Station,Chikkaballapura,West,Rural Police Station,12,30.0,0,53,17,29.62,Medium,0.1794871794871795,0.3846306860449148,0.0,0.9648091540094723
226,PS0101,Bengaluru Rural West Police Station,Bengaluru Rural,West,Police Station,15,44.5,0,117,22,29.17,Medium,0.36538461538461536,0.5136442771714047,0.0,0.3609151478042023
227,PS0231,Chamarajanagar Central Police Station,Chamarajanagar,Central,Police Station,15,30.5,0,129,14,28.67,Medium,0.1858974358974359,0.5136442771714047,0.0,0.5235366043094962
228,PS0020,Bagalkote Central Police Station,Bagalkote,Central,Police Station,12,26.0,0,65,21,28.39,Medium,0.1282051282051282,0.3846306860449148,0.0,0.9473639912297577
229,PS0098,Bengaluru Rural Central Traffic Police Station,Bengaluru Rural,Central,Traffic Police Station,12,30.0,0,71,5,28.26,Medium,0.1794871794871795,0.3846306860449148,0.0,0.6376167611207575
230,PS0104,Bengaluru Rural East Traffic Police Station,Bengaluru Rural,East,Traffic Police Station,13,41.0,0,160,5,28.18,Medium,0.32051282051282054,0.430676558073393,0.0,0.10225929187785743
231,PS0244,Chikkaballapura East Traffic Police Station,Chikkaballapura,East,Traffic Police Station,11,29.0,0,92,14,28.15,Medium,0.16666666666666666,0.33489735551060396,0.0,0.8913048002641129
232,PS0249,Chikkaballapura Central Cyber Crime Police Station,Chikkaballapura,Central,Cyber Crime Police Station,11,29.5,0,174,12,27.55,Medium,0.17307692307692307,0.33489735551060396,0.0,0.7367571846969467
233,PS0090,Bengaluru Rural East Traffic Police Station,Bengaluru Rural,East,Traffic Police Station,14,35.5,0,157,6,26.91,Medium,0.25,0.4735442393638178,0.0,0.12030504926806762
234,PS0116,Bengaluru Urban South Cyber Crime Police Station,Bengaluru Urban,South,Cyber Crime Police Station,14,31.0,0,176,20,26.42,Medium,0.19230769230769232,0.4735442393638178,0.0,0.5254471803273258
235,PS0235,Chikkaballapura South Police Station,Chikkaballapura,South,Police Station,12,30.0,0,79,25,26.35,Medium,0.1794871794871795,0.3846306860449148,0.0,0.915806251512566
236,PS0072,Bengaluru Rural North Rural Police Station,Bengaluru Rural,North,Rural Police Station,14,32.5,0,61,25,25.81,Medium,0.21153846153846154,0.4735442393638178,0.0,0.6977692857547911
237,PS0140,Bengaluru Urban West Women Police Station,Bengaluru Urban,West,Women Police Station,14,28.0,0,132,23,25.71,Medium,0.15384615384615385,0.4735442393638178,0.0,0.6602603067510936
238,PS0243,Chikkaballapura South Cyber Crime Police Station,Chikkaballapura,South,Cyber Crime Police Station,10,28.5,0,66,19,24.83,Low,0.16025641025641027,0.28083414728281064,0.0,0.9403077027610192
239,PS0237,Chikkaballapura Central Rural Police Station,Chikkaballapura,Central,Rural Police Station,12,24.0,0,75,25,24.12,Low,0.10256410256410256,0.3846306860449148,0.0,0.9233451595890132
240,PS0248,Chikkaballapura North Police Station,Chikkaballapura,North,Police Station,10,31.0,0,102,23,23.47,Low,0.19230769230769232,0.28083414728281064,0.0,0.8724575300729951
241,PS0145,Bengaluru Urban West Town Police Station,Bengaluru Urban,West,Town Police Station,8,17.5,1,139,11,23.18,Low,0.019230769230769232,0.1561504338498032,0.3333333333333333,0.6388127639109487
242,PS0245,Chikkaballapura East Police Station,Chikkaballapura,East,Police Station,10,20.0,0,176,11,22.77,Low,0.05128205128205128,0.28083414728281064,0.0,0.7329877306587231
243,PS0107,Bengaluru Rural North Women Police Station,Bengaluru Rural,North,Women Police Station,14,31.5,0,138,19,22.6,Low,0.1987179487179487,0.4735442393638178,0.0,0.2345948460727315
244,PS0088,Bengaluru Rural South Women Police Station,Bengaluru Rural,South,Women Police Station,13,33.5,0,109,25,21.91,Low,0.22435897435897437,0.430676558073393,0.0,0.40903716751142927
245,PS0009,Bagalkote North Rural Police Station,Bagalkote,North,Rural Police Station,9,20.5,0,89,20,20.84,Low,0.057692307692307696,0.22161460295122568,0.0,0.9040400423832448
246,PS0239,Chikkaballapura North Women Police Station,Chikkaballapura,North,Women Police Station,8,17.0,0,176,7,20.13,Low,0.01282051282051282,0.1561504338498032,0.0,0.7329877306587231
247,PS0106,Bengaluru Rural West Women Police Station,Bengaluru Rural,West,Women Police Station,11,26.5,0,175,4,19.89,Low,0.1346153846153846,0.33489735551060396,0.0,0.012030504926806684
248,PS0246,Chikkaballapura East Rural Police Station,Chikkaballapura,East,Rural Police Station,8,24.5,0,78,21,17.83,Low,0.10897435897435898,0.1561504338498032,0.0,0.9176909785316778
249,PS0103,Bengaluru Rural Central Police Station,Bengaluru Rural,Central,Police Station,13,30.0,0,167,23,17.72,Low,0.1794871794871795,0.430676558073393,0.0,0.060152524634033644
250,PS0238,Chikkaballapura East Rural Police Station,Chikkaballapura,East,Rural Police Station,6,16.0,0,70,10,15.68,Low,0.0,0.0,0.0,0.9327687946845721
