FIR_ID,FIR_Number,Station_ID,District,Incident_Date,FIR_Date,Crime_Head,Crime_Subhead,BNS_Sections,Latitude,Longitude,Complainant_ID,Victim_ID,Accused_ID,Investigating_Officer,Status
FIR202504041,FIR/4041/2025,PS0132,Bengaluru Urban,2025-05-08 01:48,2025-05-11 07:48,Murder,Personal Enmity,BNS 103(1),12.983046,77.658651,P002920,P008476,P003021,SI Ravi Kumar,Untraced
FIR202501879,FIR/1879/2025,PS0048,Belagavi,2025-05-11 06:52,2025-05-11 07:52,Robbery,Chain Snatching with Force,BNS 309(4),15.727992,74.48393,P002435,P002824,P009740,PI Lakshmi Devi,Untraced
FIR202503562,FIR/3562/2025,PS0097,Bengaluru Rural,2025-05-10 20:54,2025-05-11 08:54,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",13.114882,77.500793,P009025,P001904,P004430,PI Suresh Kulkarni,Chargesheeted
FIR202502363,FIR/2363/2025,PS0093,Bengaluru Rural,2025-05-11 07:19,2025-05-11 09:19,NDPS,Drug Trafficking,NDPS Act Sec 20(b),13.186551,77.563016,P002361,P001783,P000846,SI Ravi Kumar,Chargesheeted
FIR202504334,FIR/4334/2025,PS0053,Belagavi,2025-05-09 02:09,2025-05-11 10:09,Cyber Crime,Phishing,"IT Act 66D, BNS 318(4)",15.853057,74.329263,P003670,P001206,P003364,PI Suresh Kulkarni,Under Investigation
FIR202500007,FIR/0007/2025,PS0029,Ballari,2025-05-09 07:14,2025-05-11 10:14,NDPS,Possession of Narcotics,NDPS Act Sec 20(b),14.978067,76.908831,P005630,P005851,P001577,PI Chetan Kumar,Chargesheeted
FIR202502128,FIR/2128/2025,PS0092,Bengaluru Rural,2025-05-08 08:24,2025-05-11 10:24,Murder,Gang Conflict,BNS 103(1),13.078106,77.488959,P008565,P007169,P009421,SI Prakash Sharma,Under Investigation
FIR202502489,FIR/2489/2025,PS0082,Bengaluru Rural,2025-05-10 07:26,2025-05-11 11:26,Burglary,Night House Breaking,"BNS 331(3), BNS 331(4)",13.341545,77.413851,P003151,P003405,P007157,SI Mahesh Bhat,Chargesheeted
FIR202504148,FIR/4148/2025,PS0104,Bengaluru Rural,2025-05-11 06:36,2025-05-11 11:36,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",13.410935,77.55903,P002253,P003686,P005783,PI Suresh Kulkarni,Chargesheeted
FIR202504559,FIR/4559/2025,PS0135,Bengaluru Urban,2025-05-11 07:57,2025-05-11 12:57,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",12.920798,77.440486,P000260,P008535,"P006254, P002523",SI Prakash Sharma,Closed
FIR202500728,FIR/0728/2025,PS0104,Bengaluru Rural,2025-05-08 09:22,2025-05-11 13:22,NDPS,Drug Trafficking,NDPS Act Sec 20(b),13.43731,77.549075,P003603,P002016,P002039,SI Mahesh Bhat,Chargesheeted
FIR202502798,FIR/2798/2025,PS0089,Bengaluru Rural,2025-05-10 06:21,2025-05-11 18:21,Theft,Snatching,BNS 303(2),13.392212,77.622966,P003152,P006516,P005357,PI Suresh Kulkarni,Chargesheeted
FIR202500618,FIR/0618/2025,PS0210,Chamarajanagar,2025-05-07 10:27,2025-05-11 19:27,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",11.985327,76.780754,P005633,P008831,P004906,SI Divya Hegde,Chargesheeted
FIR202500489,FIR/0489/2025,PS0151,Bengaluru Urban,2025-05-11 15:51,2025-05-11 20:51,Fraud,Cheating,BNS 318(4),12.891853,77.462658,P003118,P001092,P006248,SI Ravi Kumar,Chargesheeted
FIR202503301,FIR/3301/2025,PS0220,Chamarajanagar,2025-05-12 00:13,2025-05-12 04:13,Murder,Personal Enmity,BNS 103(1),11.790354,76.814801,P001498,P004016,P004591,SI Ravi Kumar,Chargesheeted
FIR202504206,FIR/4206/2025,PS0116,Bengaluru Urban,2025-05-11 17:34,2025-05-12 05:34,Vehicle Theft,Car Theft,BNS 303(2),12.978186,77.525876,P005408,P004314,P008605,SI Divya Hegde,Closed
FIR202504729,FIR/4729/2025,PS0023,Bagalkote,2025-05-11 22:58,2025-05-12 08:58,Fraud,Cheating,BNS 318(4),16.121765,75.794371,P000324,P004933,P004670,SI Ravi Kumar,Under Investigation
FIR202503617,FIR/3617/2025,PS0229,Chamarajanagar,2025-05-12 02:14,2025-05-12 09:14,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",12.040646,76.997798,P004431,P008906,P005963,PI Harish Naik,Chargesheeted
FIR202502804,FIR/2804/2025,PS0028,Ballari,2025-05-11 02:40,2025-05-12 09:40,NDPS,Possession of Narcotics,NDPS Act Sec 20(b),15.006278,76.845134,P007055,P003546,P000587,SI Divya Hegde,Untraced
FIR202501106,FIR/1106/2025,PS0092,Bengaluru Rural,2025-05-12 00:13,2025-05-12 10:13,Burglary,Day Burglary,"BNS 331(3), BNS 331(4)",13.07078,77.475065,P004570,P001947,P005998,SI Mahesh Bhat,Chargesheeted
FIR202503230,FIR/3230/2025,PS0059,Belagavi,2025-05-12 08:23,2025-05-12 10:23,Dacoity,Armed Dacoity,BNS 310(2),15.808058,74.514792,P004724,P001600,P005368,SI Ravi Kumar,Untraced
FIR202502630,FIR/2630/2025,PS0073,Bengaluru Rural,2025-05-12 10:45,2025-05-12 13:45,Cyber Crime,Phishing,"IT Act 66D, BNS 318(4)",13.354039,77.590197,P001925,P006088,P002243,PI Chetan Kumar,Under Investigation
FIR202504055,FIR/4055/2025,PS0049,Belagavi,2025-05-12 11:34,2025-05-12 16:34,Robbery,Highway Robbery,BNS 309(4),15.930297,74.550074,P003947,P008864,P009153,PI Lakshmi Devi,Chargesheeted
FIR202501315,FIR/1315/2025,PS0113,Bengaluru Urban,2025-05-09 09:26,2025-05-12 18:26,Fraud,Cheating,BNS 318(4),13.178374,77.476202,P000738,P008603,P005071,PI Suresh Kulkarni,Under Investigation
FIR202500925,FIR/0925/2025,PS0165,Bidar,2025-05-12 13:23,2025-05-12 19:23,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",18.04904,77.473249,P008055,P001537,P002245,PI Lakshmi Devi,Chargesheeted
FIR202504621,FIR/4621/2025,PS0032,Ballari,2025-05-12 22:46,2025-05-12 23:46,Assault,Public Affray,"BNS 115(2), BNS 117(2)",15.17381,76.895205,P000834,P006058,P000834,PI Harish Naik,Chargesheeted
FIR202504820,FIR/4820/2025,PS0229,Chamarajanagar,2025-05-12 18:27,2025-05-13 00:27,Robbery,Highway Robbery,BNS 309(4),12.05466,77.014708,P000974,P005041,P004889,PI Ramesh Gowda,Under Investigation
FIR202503829,FIR/3829/2025,PS0023,Bagalkote,2025-05-10 19:24,2025-05-13 03:24,Burglary,Night House Breaking,"BNS 331(3), BNS 331(4)",16.125922,75.808114,P001577,P002687,P002728,PI Naveen Patil,Under Investigation
FIR202502936,FIR/2936/2025,PS0013,Bagalkote,2025-05-10 17:13,2025-05-13 04:13,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),16.166641,75.653618,P005999,P001125,P002699,PI Ramesh Gowda,Under Investigation
FIR202502271,FIR/2271/2025,PS0044,Ballari,2025-05-12 21:28,2025-05-13 04:28,NDPS,Drug Trafficking,NDPS Act Sec 20(b),15.298301,76.943918,P007085,P004249,"P001171, P006986",SI Ganesh Rao,Chargesheeted
FIR202502763,FIR/2763/2025,PS0047,Belagavi,2025-05-13 03:20,2025-05-13 07:20,Murder,Dowry Homicide,BNS 103(1),15.96232,74.540246,P009131,P007166,P005082,SI Divya Hegde,Untraced
FIR202503632,FIR/3632/2025,PS0169,Bidar,2025-05-11 21:42,2025-05-13 09:42,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",18.010965,77.712204,P005382,P007069,P004857,SI Prakash Sharma,Under Investigation
FIR202503771,FIR/3771/2025,PS0111,Bengaluru Urban,2025-05-11 09:21,2025-05-13 10:21,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",12.768442,77.574837,P002559,P005701,P001934,PI Chetan Kumar,Chargesheeted
FIR202504078,FIR/4078/2025,PS0052,Belagavi,2025-05-13 06:17,2025-05-13 11:17,Burglary,Day Burglary,"BNS 331(3), BNS 331(4)",15.92855,74.318086,P005057,P005768,P007151,SI Mahesh Bhat,Chargesheeted
FIR202503579,FIR/3579/2025,PS0054,Belagavi,2025-05-11 07:06,2025-05-13 12:06,Assault,Public Affray,"BNS 115(2), BNS 117(2)",15.934917,74.701498,P003821,P004260,P005474,PI Naveen Patil,Under Investigation
FIR202502860,FIR/2860/2025,PS0204,Chamarajanagar,2025-05-12 07:41,2025-05-13 13:41,Fraud,Corporate Fraud,BNS 318(4),12.043332,77.078416,P003658,P001510,P009121,SI Ravi Kumar,Chargesheeted
FIR202500246,FIR/0246/2025,PS0019,Bagalkote,2025-05-09 11:13,2025-05-13 19:13,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",16.062981,75.871847,P007631,P005073,P006713,SI Ganesh Rao,Under Investigation
FIR202504315,FIR/4315/2025,PS0011,Bagalkote,2025-05-08 16:21,2025-05-13 20:21,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),16.159917,75.657024,P007673,P007763,P009791,PI Chetan Kumar,Chargesheeted
FIR202502768,FIR/2768/2025,PS0044,Ballari,2025-05-12 17:38,2025-05-13 22:38,POCSO,Harassment,"POCSO Act Sec 4, BNS 64",15.306209,76.939959,P008808,P003269,P009891,PI Suresh Kulkarni,Chargesheeted
FIR202501302,FIR/1302/2025,PS0099,Bengaluru Rural,2025-05-12 19:40,2025-05-14 00:40,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",13.245877,77.700795,P009641,P003383,P008278,PI Suresh Kulkarni,Under Investigation
FIR202503439,FIR/3439/2025,PS0092,Bengaluru Rural,2025-05-11 14:40,2025-05-14 02:40,Burglary,Day Burglary,"BNS 331(3), BNS 331(4)",13.040433,77.481887,P002689,P008802,P003403,PI Naveen Patil,Chargesheeted
FIR202503727,FIR/3727/2025,PS0063,Belagavi,2025-05-13 15:40,2025-05-14 02:40,Murder,Gang Conflict,BNS 103(1),16.018664,74.685261,P005956,P007683,P001618,PI Lakshmi Devi,Chargesheeted
FIR202502806,FIR/2806/2025,PS0195,Chamarajanagar,2025-05-12 22:48,2025-05-14 03:48,POCSO,Harassment,"POCSO Act Sec 4, BNS 64",11.858437,77.072173,P002971,P001441,P005433,SI Prakash Sharma,Untraced
FIR202502732,FIR/2732/2025,PS0117,Bengaluru Urban,2025-05-13 06:03,2025-05-14 09:03,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",13.1082,77.789978,P005476,P006084,"P005550, P003848",SI Divya Hegde,Chargesheeted
FIR202504119,FIR/4119/2025,PS0114,Bengaluru Urban,2025-05-13 06:58,2025-05-14 09:58,Dacoity,Armed Dacoity,BNS 310(2),12.991533,77.756798,P000272,P003418,P004292,SI Ganesh Rao,Chargesheeted
FIR202502928,FIR/2928/2025,PS0058,Belagavi,2025-05-14 01:09,2025-05-14 12:09,Fraud,Land Scam,BNS 318(4),15.685577,74.372754,P003316,P001778,P002378,SI Mahesh Bhat,Untraced
FIR202503317,FIR/3317/2025,PS0159,Bidar,2025-05-14 11:55,2025-05-14 12:55,Burglary,Night House Breaking,"BNS 331(3), BNS 331(4)",18.068723,77.489521,P005014,P006505,P008022,PI Harish Naik,Under Investigation
FIR202501231,FIR/1231/2025,PS0124,Bengaluru Urban,2025-05-14 11:02,2025-05-14 14:02,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",13.087698,77.67453,P007488,P002638,P004188,SI Ravi Kumar,Under Investigation
FIR202503057,FIR/3057/2025,PS0095,Bengaluru Rural,2025-05-14 04:47,2025-05-14 14:47,POCSO,Sexual Assault on Minor,"POCSO Act Sec 4, BNS 64",13.111218,77.391814,P000837,P008322,P008022,PI Ramesh Gowda,Under Investigation
FIR202502836,FIR/2836/2025,PS0067,Belagavi,2025-05-13 12:42,2025-05-14 17:42,Dacoity,Armed Dacoity,BNS 310(2),15.885244,74.713062,P000476,P005781,P007109,PI Naveen Patil,Chargesheeted
FIR202500241,FIR/0241/2025,PS0127,Bengaluru Urban,2025-05-12 12:08,2025-05-14 19:08,Fraud,Corporate Fraud,BNS 318(4),13.118897,77.625608,P006440,P006680,P009892,PI Naveen Patil,Under Investigation
FIR202501654,FIR/1654/2025,PS0007,Bagalkote,2025-05-14 14:11,2025-05-14 21:11,NDPS,Drug Trafficking,NDPS Act Sec 20(b),16.07497,75.629176,P001532,P006380,P009354,SI Ravi Kumar,Chargesheeted
FIR202504849,FIR/4849/2025,PS0175,Bidar,2025-05-12 10:18,2025-05-14 22:18,Dacoity,Armed Dacoity,BNS 310(2),18.035603,77.420291,P008146,P009423,P001400,PI Suresh Kulkarni,Under Investigation
FIR202503461,FIR/3461/2025,PS0078,Bengaluru Rural,2025-05-14 23:19,2025-05-15 00:19,NDPS,Drug Trafficking,NDPS Act Sec 20(b),13.115757,77.56153,P009430,P002893,P006666,SI Prakash Sharma,Chargesheeted
FIR202503520,FIR/3520/2025,PS0175,Bidar,2025-05-13 19:28,2025-05-15 01:28,Theft,House Theft,BNS 303(2),18.000167,77.423781,P001327,P006128,P008700,PI Suresh Kulkarni,Untraced
FIR202502189,FIR/2189/2025,PS0120,Bengaluru Urban,2025-05-10 19:51,2025-05-15 01:51,Fraud,Land Scam,BNS 318(4),13.13604,77.409037,P000307,P001922,P008361,SI Ganesh Rao,Under Investigation
FIR202504687,FIR/4687/2025,PS0031,Ballari,2025-05-15 01:20,2025-05-15 02:20,Dacoity,Armed Dacoity,BNS 310(2),14.989371,77.082739,P005721,P003826,P004114,PI Chetan Kumar,Untraced
FIR202504718,FIR/4718/2025,PS0155,Bidar,2025-05-15 01:04,2025-05-15 03:04,Fraud,Corporate Fraud,BNS 318(4),17.969843,77.329646,P001207,P004927,P006219,SI Ravi Kumar,Under Investigation
FIR202503600,FIR/3600/2025,PS0179,Bidar,2025-05-14 22:21,2025-05-15 05:21,Fraud,Land Scam,BNS 318(4),18.082449,77.397002,P002732,P002990,P009277,PI Lakshmi Devi,Under Investigation
FIR202503963,FIR/3963/2025,PS0154,Bidar,2025-05-12 21:28,2025-05-15 05:28,Burglary,Day Burglary,"BNS 331(3), BNS 331(4)",17.900229,77.420035,P003319,P000315,P008515,SI Divya Hegde,Chargesheeted
FIR202504852,FIR/4852/2025,PS0242,Chikkaballapura,2025-05-13 22:00,2025-05-15 06:00,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",13.282936,77.847414,P005049,P008691,P000724,PI Ramesh Gowda,Chargesheeted
FIR202500224,FIR/0224/2025,PS0103,Bengaluru Rural,2025-05-15 04:32,2025-05-15 06:32,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",13.330707,77.457859,P002819,P008381,P001718,PI Naveen Patil,Under Investigation
FIR202503716,FIR/3716/2025,PS0163,Bidar,2025-05-10 01:57,2025-05-15 07:57,NDPS,Possession of Narcotics,NDPS Act Sec 20(b),17.917176,77.58768,P007781,P004019,P004377,SI Ganesh Rao,Untraced
FIR202501730,FIR/1730/2025,PS0036,Ballari,2025-05-15 00:44,2025-05-15 08:44,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",15.269228,76.748274,P001803,P003974,P007391,SI Prakash Sharma,Chargesheeted
FIR202503709,FIR/3709/2025,PS0168,Bidar,2025-05-15 06:11,2025-05-15 11:11,NDPS,Possession of Narcotics,NDPS Act Sec 20(b),17.710258,77.652682,P000644,P000846,P006987,PI Ramesh Gowda,Under Investigation
FIR202504134,FIR/4134/2025,PS0113,Bengaluru Urban,2025-05-12 04:21,2025-05-15 11:21,Cyber Crime,Phishing,"IT Act 66D, BNS 318(4)",13.165742,77.497768,P000518,P004902,P001196,SI Mahesh Bhat,Under Investigation
FIR202500576,FIR/0576/2025,PS0025,Bagalkote,2025-05-15 09:45,2025-05-15 11:45,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),16.314726,75.835727,P001333,P003792,P003720,SI Ravi Kumar,Under Investigation
FIR202502664,FIR/2664/2025,PS0243,Chikkaballapura,2025-05-15 00:10,2025-05-15 12:10,Cyber Crime,Identity Theft,"IT Act 66D, BNS 318(4)",13.421392,77.863361,P004230,P009450,P007019,PI Harish Naik,Under Investigation
FIR202503483,FIR/3483/2025,PS0065,Belagavi,2025-05-14 10:52,2025-05-15 14:52,Theft,Snatching,BNS 303(2),15.751171,74.424902,P002901,P009017,P001466,PI Lakshmi Devi,Chargesheeted
FIR202504270,FIR/4270/2025,PS0076,Bengaluru Rural,2025-05-15 14:25,2025-05-15 15:25,Burglary,Day Burglary,"BNS 331(3), BNS 331(4)",13.321712,77.74556,P000532,P004238,P007687,PI Suresh Kulkarni,Untraced
FIR202501133,FIR/1133/2025,PS0210,Chamarajanagar,2025-05-13 11:11,2025-05-15 19:11,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",11.988729,76.789287,P002764,P002416,P000628,PI Naveen Patil,Chargesheeted
FIR202501754,FIR/1754/2025,PS0189,Bidar,2025-05-13 12:28,2025-05-15 21:28,Dacoity,Bank Dacoity,BNS 310(2),17.911367,77.36975,P001651,P001707,P005253,SI Divya Hegde,Chargesheeted
FIR202503209,FIR/3209/2025,PS0108,Bengaluru Rural,2025-05-13 16:32,2025-05-15 22:32,Fraud,Corporate Fraud,BNS 318(4),13.180999,77.467759,P009119,P008954,P001158,PI Naveen Patil,Chargesheeted
FIR202503550,FIR/3550/2025,PS0241,Chikkaballapura,2025-05-12 20:55,2025-05-15 22:55,Theft,Pocket Pick,BNS 303(2),13.276432,77.917811,P005497,P003606,P009533,SI Divya Hegde,Under Investigation
FIR202503325,FIR/3325/2025,PS0100,Bengaluru Rural,2025-05-15 14:26,2025-05-15 23:26,Robbery,Chain Snatching with Force,BNS 309(4),13.128066,77.536104,P004241,P009065,P009532,PI Suresh Kulkarni,Chargesheeted
FIR202504178,FIR/4178/2025,PS0106,Bengaluru Rural,2025-05-11 12:44,2025-05-15 23:44,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",13.287368,77.535088,P008574,P009432,P009230,PI Lakshmi Devi,Under Investigation
FIR202502059,FIR/2059/2025,PS0027,Ballari,2025-05-15 19:13,2025-05-16 01:13,Assault,Public Affray,"BNS 115(2), BNS 117(2)",15.042624,77.060548,P002911,P001478,P004399,PI Naveen Patil,Chargesheeted
FIR202504407,FIR/4407/2025,PS0111,Bengaluru Urban,2025-05-15 19:27,2025-05-16 04:27,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",12.762858,77.549282,P009826,P009673,P003034,PI Ramesh Gowda,Untraced
FIR202503918,FIR/3918/2025,PS0117,Bengaluru Urban,2025-05-15 18:44,2025-05-16 04:44,Cyber Crime,Phishing,"IT Act 66D, BNS 318(4)",13.100753,77.76996,P001233,P002931,"P006764, P009962",SI Ravi Kumar,Chargesheeted
FIR202501139,FIR/1139/2025,PS0248,Chikkaballapura,2025-05-15 22:21,2025-05-16 05:21,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",13.238836,77.77059,P005652,P005461,P001203,SI Ravi Kumar,Closed
FIR202500703,FIR/0703/2025,PS0129,Bengaluru Urban,2025-05-15 19:35,2025-05-16 05:35,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),12.802635,77.763446,P003912,P009507,P001951,PI Harish Naik,Chargesheeted
FIR202503830,FIR/3830/2025,PS0128,Bengaluru Urban,2025-05-16 00:39,2025-05-16 05:39,Fraud,Corporate Fraud,BNS 318(4),13.034746,77.573538,P009302,P005805,P008297,SI Ravi Kumar,Closed
FIR202501444,FIR/1444/2025,PS0041,Ballari,2025-05-16 02:42,2025-05-16 05:42,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",15.26267,76.893002,P008905,P008552,P003649,PI Chetan Kumar,Chargesheeted
FIR202504940,FIR/4940/2025,PS0082,Bengaluru Rural,2025-05-14 22:12,2025-05-16 09:12,Murder,Gang Conflict,BNS 103(1),13.362366,77.404971,P002725,P008527,P000762,PI Lakshmi Devi,Under Investigation
FIR202504933,FIR/4933/2025,PS0009,Bagalkote,2025-05-11 08:41,2025-05-16 10:41,Theft,Pocket Pick,BNS 303(2),16.069542,75.771741,P003336,P006363,P008399,SI Mahesh Bhat,Chargesheeted
FIR202500220,FIR/0220/2025,PS0102,Bengaluru Rural,2025-05-15 06:43,2025-05-16 11:43,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),13.117625,77.659411,P001561,P002334,P008154,SI Prakash Sharma,Under Investigation
FIR202502876,FIR/2876/2025,PS0029,Ballari,2025-05-15 06:59,2025-05-16 11:59,Burglary,Day Burglary,"BNS 331(3), BNS 331(4)",14.975485,76.885222,P000647,P005702,P003162,PI Suresh Kulkarni,Chargesheeted
FIR202504088,FIR/4088/2025,PS0118,Bengaluru Urban,2025-05-13 00:51,2025-05-16 12:51,Robbery,Chain Snatching with Force,BNS 309(4),12.778144,77.698414,P007649,P002218,P006746,PI Naveen Patil,Under Investigation
FIR202502019,FIR/2019/2025,PS0056,Belagavi,2025-05-15 03:20,2025-05-16 15:20,Theft,Pocket Pick,BNS 303(2),15.746859,74.592363,P000248,P001204,P009849,PI Naveen Patil,Untraced
FIR202501644,FIR/1644/2025,PS0192,Bidar,2025-05-16 05:56,2025-05-16 16:56,Dacoity,Bank Dacoity,BNS 310(2),17.973999,77.354037,P001567,P009778,P002503,SI Mahesh Bhat,Chargesheeted
FIR202502543,FIR/2543/2025,PS0224,Chamarajanagar,2025-05-16 12:31,2025-05-16 17:31,Robbery,Chain Snatching with Force,BNS 309(4),11.870678,76.81813,P001124,P003430,P006967,SI Ganesh Rao,Under Investigation
FIR202502225,FIR/2225/2025,PS0212,Chamarajanagar,2025-05-16 20:24,2025-05-16 21:24,Dacoity,Bank Dacoity,BNS 310(2),12.036713,76.843237,P008095,P007847,P008050,PI Chetan Kumar,Under Investigation
FIR202501052,FIR/1052/2025,PS0138,Bengaluru Urban,2025-05-15 03:35,2025-05-17 04:35,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),13.156176,77.452823,P005357,P004931,"P001669, P005287",PI Harish Naik,Under Investigation
FIR202502713,FIR/2713/2025,PS0141,Bengaluru Urban,2025-05-15 17:29,2025-05-17 05:29,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",12.859399,77.401973,P008728,P001685,"P002054, P004003",SI Ravi Kumar,Under Investigation
FIR202502520,FIR/2520/2025,PS0236,Chikkaballapura,2025-05-17 03:27,2025-05-17 06:27,Assault,Simple Assault,"BNS 115(2), BNS 117(2)",13.625433,77.908583,P002905,P004077,"P005020, P004392",PI Harish Naik,Chargesheeted
FIR202501015,FIR/1015/2025,PS0246,Chikkaballapura,2025-05-17 04:26,2025-05-17 07:26,Robbery,Highway Robbery,BNS 309(4),13.46124,77.722499,P007884,P003513,P001454,SI Ganesh Rao,Chargesheeted
FIR202502959,FIR/2959/2025,PS0168,Bidar,2025-05-17 06:31,2025-05-17 07:31,NDPS,Possession of Narcotics,NDPS Act Sec 20(b),17.69613,77.686722,P008224,P009947,P000526,PI Ramesh Gowda,Chargesheeted
FIR202504682,FIR/4682/2025,PS0118,Bengaluru Urban,2025-05-14 09:23,2025-05-17 14:23,Cyber Crime,Phishing,"IT Act 66D, BNS 318(4)",12.787054,77.692112,P000324,P009874,P009692,SI Mahesh Bhat,Under Investigation
FIR202503750,FIR/3750/2025,PS0244,Chikkaballapura,2025-05-15 13:37,2025-05-17 14:37,Burglary,Night House Breaking,"BNS 331(3), BNS 331(4)",13.295455,77.88336,P004716,P009692,P001392,PI Lakshmi Devi,Under Investigation
FIR202503379,FIR/3379/2025,PS0152,Bengaluru Urban,2025-05-16 07:52,2025-05-17 17:52,Murder,Gang Conflict,BNS 103(1),13.012029,77.399425,P001889,P004152,P004139,SI Ravi Kumar,Chargesheeted
FIR202504495,FIR/4495/2025,PS0066,Belagavi,2025-05-17 11:53,2025-05-17 17:53,Murder,Dowry Homicide,BNS 103(1),15.940997,74.646181,P001099,P009664,P009458,PI Harish Naik,Chargesheeted
FIR202501957,FIR/1957/2025,PS0181,Bidar,2025-05-17 14:17,2025-05-17 18:17,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",18.022895,77.421015,P001301,P008856,P002110,PI Ramesh Gowda,Chargesheeted
FIR202500775,FIR/0775/2025,PS0218,Chamarajanagar,2025-05-16 14:50,2025-05-18 00:50,POCSO,Harassment,"POCSO Act Sec 4, BNS 64",11.854258,77.038371,P000938,P006531,P001979,PI Chetan Kumar,Closed
FIR202504301,FIR/4301/2025,PS0035,Ballari,2025-05-17 21:56,2025-05-18 00:56,Murder,Gang Conflict,BNS 103(1),15.238756,76.849902,P003981,P000404,P003376,PI Suresh Kulkarni,Under Investigation
FIR202500099,FIR/0099/2025,PS0122,Bengaluru Urban,2025-05-17 13:13,2025-05-18 01:13,POCSO,Harassment,"POCSO Act Sec 4, BNS 64",13.117437,77.534749,P004390,P008533,"P009734, P005955",SI Prakash Sharma,Chargesheeted
FIR202503581,FIR/3581/2025,PS0173,Bidar,2025-05-16 23:22,2025-05-18 07:22,Cyber Crime,Financial Fraud,"IT Act 66D, BNS 318(4)",17.763827,77.608302,P003021,P008418,P002106,PI Lakshmi Devi,Untraced
FIR202500730,FIR/0730/2025,PS0192,Bidar,2025-05-15 23:03,2025-05-18 08:03,POCSO,Harassment,"POCSO Act Sec 4, BNS 64",17.962432,77.330313,P003244,P007914,P000478,PI Lakshmi Devi,Under Investigation
FIR202501042,FIR/1042/2025,PS0101,Bengaluru Rural,2025-05-17 09:31,2025-05-18 10:31,Murder,Personal Enmity,BNS 103(1),13.249315,77.747777,P003412,P003360,P009143,PI Harish Naik,Chargesheeted
FIR202503372,FIR/3372/2025,PS0188,Bidar,2025-05-16 03:03,2025-05-18 11:03,Dacoity,Armed Dacoity,BNS 310(2),17.958143,77.707639,P006871,P009905,P004690,PI Chetan Kumar,Chargesheeted
FIR202500795,FIR/0795/2025,PS0191,Bidar,2025-05-17 02:27,2025-05-18 13:27,Assault,Public Affray,"BNS 115(2), BNS 117(2)",17.90799,77.394604,P009312,P004223,P000182,SI Prakash Sharma,Chargesheeted
FIR202500259,FIR/0259/2025,PS0183,Bidar,2025-05-17 17:09,2025-05-18 18:09,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",17.751914,77.408366,P003384,P008671,"P006812, P007203",PI Ramesh Gowda,Chargesheeted
FIR202502198,FIR/2198/2025,PS0214,Chamarajanagar,2025-05-18 10:18,2025-05-18 18:18,Assault,Grievous Hurt,"BNS 115(2), BNS 117(2)",11.945381,76.84618,P003487,P007300,P005131,PI Chetan Kumar,Closed
FIR202500057,FIR/0057/2025,PS0219,Chamarajanagar,2025-05-16 16:01,2025-05-18 21:01,POCSO,Sexual Assault on Minor,"POCSO Act Sec 4, BNS 64",11.878467,76.882685,P000169,P002550,P005797,SI Ravi Kumar,Chargesheeted
FIR202500041,FIR/0041/2025,PS0247,Chikkaballapura,2025-05-18 20:42,2025-05-18 21:42,Fraud,Corporate Fraud,BNS 318(4),13.48547,77.896645,P008328,P003156,P004362,PI Naveen Patil,Chargesheeted
FIR202501406,FIR/1406/2025,PS0069,Belagavi,2025-05-18 17:06,2025-05-19 02:06,Fraud,Corporate Fraud,BNS 318(4),15.82469,74.327423,P001344,P006158,P005776,PI Harish Naik,Chargesheeted
FIR202502471,FIR/2471/2025,PS0018,Bagalkote,2025-05-18 16:46,2025-05-19 02:46,Vehicle Theft,Two-Wheeler Theft,BNS 303(2),16.180582,75.784312,P002021,P003035,P003750,PI Naveen Patil,Chargesheeted
